LAMMPS data file via write_data, version 2 Aug 2023, timestep = 126, units = metal

366 atoms
2 atom types

0 24.639964097579806 xlo xhi
0 21.33883638797376 ylo yhi
0 30 zlo zhi
-12.319981999517386 -2.3110959800000005e-08 1.598393519209073e-07 xy xz yz

Masses

1 95.94999997531741
2 32.05999999175275

Atoms # atomic

1 1 -0.7995717490428985 1.637276625275135 11.69970167748395 0 0 0
2 1 2.0346927550367515 3.0231992376299397 11.718987455451861 0 0 0
3 1 -0.5849449084835147 4.784968701888255 11.736059264657944 0 0 0
123 2 1.0235371066429204 1.5198150709155338 10.133606042620514 0 0 0
127 2 1.2365926671594334 4.681203625464974 10.168160225738914 0 0 0
185 2 -1.6101949601100094 3.290132029602761 10.151953193801068 0 0 0
5 1 7.481510753767172 2.6611449633145905 11.791309660864638 0 0 0
6 1 4.863146825559808 4.414883066888204 11.766924234212516 0 0 0
43 1 4.651903692687036 1.2625986956422517 11.736710906145246 0 0 0
125 2 3.8689090098552357 2.9129777026712826 10.168884608670833 0 0 0
133 2 6.698328337926914 4.3086643434996565 10.220751747798886 0 0 0
207 2 6.493247605267499 1.1504261051946862 10.196911956305211 0 0 0
11 1 12.930206335376782 2.334486600820273 11.832524879014413 0 0 0
12 1 10.307053435937592 4.070553074224396 11.834558776515406 0 0 0
52 1 10.100860748207664 0.9186259354639498 11.817369856860818 0 0 0
131 2 9.315251132717451 2.5586004978379706 10.2432806444007 0 0 0
145 2 12.126296008904916 3.9714489983810153 10.267211861138188 0 0 0
225 2 11.9230685806893 0.8183740983225376 10.254071581252742 0 0 0
20 1 18.3849808535222 2.0041622550325404 11.766967012041356 0 0 0
21 1 15.760978235599156 3.7470338280588193 11.81820606222549 0 0 0
33 1 18.594591591835897 5.148599344186578 11.79134690650216 0 0 0
58 1 15.551713793301488 0.5992079557361752 11.80520645650946 0 0 0
143 2 14.736265252892354 2.2360034853033772 10.247462723919254 0 0 0
163 2 17.559388223463195 3.6465828119855614 10.220789310060495 0 0 0
237 2 17.348078626635356 0.49054303634903396 10.207655440656277 0 0 0
32 1 21.220564005792465 3.3973648326908292 11.73673017436534 0 0 0
61 1 21.004444930100654 0.25049328190434583 11.719030073680862 0 0 0
161 2 20.18278545226396 1.8940749704397397 10.168918823236467 0 0 0
187 2 20.39703130421987 5.048101299571353 10.19693830030511 0 0 0
243 2 22.81197814349124 0.12648968157425178 10.133625096163303 0 0 0
4 1 -3.2109844207528675 6.540984517313644 11.777458417476339 0 0 0
9 1 -3.0139368259929133 9.681595015447195 11.816443579025155 0 0 0
209 2 -4.034787088405636 8.186863320428829 10.232682912848814 0 0 0
7 1 2.243515997261115 6.1746030318797445 11.76524304593947 0 0 0
8 1 -0.38101491493471096 7.932010119664241 11.788271524627636 0 0 0
15 1 2.439898491987959 9.328130665370697 11.811480601436752 0 0 0
129 2 -1.3988794458597935 6.442332095480928 10.195801286902595 0 0 0
137 2 1.4371207003854283 7.831380990640971 10.217189421218752 0 0 0
139 2 -1.1977786301598985 9.581023194238243 10.240399022323285 0 0 0
13 1 7.684520680717673 5.815901864832113 11.818168733937078 0 0 0
14 1 5.063055166777242 7.571044826573857 11.80517578363063 0 0 0
24 1 7.87660941974908 8.973703747695534 11.832505401449895 0 0 0
135 2 4.070768783199849 6.069686432697796 10.207614574443852 0 0 0
149 2 6.888292038634508 7.458856997204592 10.247436990591286 0 0 0
151 2 4.25757527475853 9.217724233279236 10.242996711270186 0 0 0
171 2 7.067183676050402 10.603971945353214 10.254065924951936 0 0 0
22 1 13.13238138149986 5.4837975537156325 11.847594942718617 0 0 0
23 1 10.50290528329199 7.223960487871494 11.847581429907205 0 0 0
35 1 13.324658744576785 8.63107180704799 11.847596112306972 0 0 0
36 1 10.691655352700371 10.377376767412665 11.834546168528918 0 0 0
147 2 9.511662269556204 5.709168465903122 10.262380373513272 0 0 0
167 2 12.319987953742645 7.112943834192956 10.276625250713016 0 0 0
169 2 9.696217948869597 8.851432139995318 10.267204646688464 0 0 0
193 2 12.508443928350111 10.246910726693137 10.262395327166082 0 0 0
34 1 15.961229216251946 6.890888834770551 11.834578520545044 0 0 0
44 1 18.793979148796666 8.288286220670592 11.817413860107813 0 0 0
45 1 16.153132706820042 10.03064006381098 11.832550394453973 0 0 0
165 2 14.939854920278652 5.382750595999461 10.262403021499582 0 0 0
189 2 17.766527391247852 6.787940455244563 10.243314772770306 0 0 0
191 2 15.13744774771047 8.515949449198256 10.267229391618653 0 0 0
211 2 17.969699866645694 9.916485163239999 10.254103779601149 0 0 0
10 1 -5.654220350709468 11.42472821242378 11.825504668743605 0 0 0
